"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PSENELSE","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","SCHOOL-URNS"
"TR00662",2907,"Multi-academy trust","THE DIOCESE OF GLOUCESTER ACADEMIES TRUST","South West",5,5,202,16.3,19.3,80.7,1.5,4,3,2,0,2,3,3,-0.5,-1.3,0.4,"-2.1","-4","-0.2","-0.1","-1","0.8",3,-0.2,-1,0.6,"-0.6","-2.4","1.3","-0.2","-1.1","0.7","4","-1.2","-2","-0.5","-2.9","-4.6","-1.2","-0.8","-1.7","0",-0.5,-1.3,0.4,"-2.1","-4","-0.1","-0.1","-1.1","0.8",-0.2,-1,0.6,"-0.6","-2.4","1.3","-0.2","-1.1","0.8","-1.2","-2","-0.4","-2.9","-4.7","-1.1","-0.8","-1.7","0","139337, 139643, 140797, 141547, 141575"
"TR00663",2918,"Multi-academy trust","THE DIOCESE OF NORWICH EDUCATION AND ACADEMIES TRUST","East of England and North East London",14,14,389,15.7,40.1,59.9,2.1,12.3,6,8,0,9,5,4,-1.4,-2,-0.7,"-2.1","-3","-1.1","-0.9","-1.7","-0.1",4,-1.6,-2.2,-1,"-1.3","-2.2","-0.4","-1.8","-2.6","-1.1","4","-2.2","-2.8","-1.7","-2.5","-3.4","-1.7","-2","-2.7","-1.3",-1.4,-2,-0.8,"-2.1","-3.1","-1.1","-0.9","-1.7","-0.1",-1.6,-2.2,-1.1,"-1.3","-2.2","-0.4","-1.9","-2.6","-1.1","-2.3","-2.8","-1.7","-2.6","-3.5","-1.8","-2","-2.7","-1.3","140189, 140545, 141050, 141172, 141192, 141314, 141360, 141584, 141662, 141663, 141691, 141721, 141778, 141780"
"TR02728",2962,"Multi-academy trust","THE DIOCESE OF SHEFFIELD ACADEMIES TRUST","East Midlands and Humber",7,7,185,15.5,30.8,69.2,2.2,5.9,5,2,0,6,1,2,1.4,0.6,2.3,"2.5","1","4.1","0.9","-0.1","2",2,2.1,1.3,2.9,"2.1","0.6","3.6","2.1","1.1","3.1","2","2.2","1.4","3","1.9","0.5","3.4","2.3","1.4","3.3",1.4,0.5,2.3,"2.5","1","4.1","0.9","-0.2","1.9",2.1,1.2,2.9,"2.1","0.6","3.6","2.1","1.1","3.1","2.1","1.3","3","1.9","0.5","3.4","2.2","1.3","3.2","140341, 140546, 141455, 141587, 141588, 141589, 141590"
"TR00665",2928,"Multi-academy trust","THE DIOCESE OF WESTMINSTER ACADEMY TRUST","North West London and South Central",5,5,154,17.2,12.3,87.7,0.6,18.8,5,0,0,0,5,3,0.4,-0.6,1.3,"-0.6","-3.3","2.1","0.5","-0.5","1.6",4,-1.6,-2.5,-0.6,"-3.1","-5.7","-0.5","-1.3","-2.3","-0.4","3","0.4","-0.5","1.3","-1","-3.4","1.4","0.6","-0.3","1.5",0.4,-0.6,1.4,"-0.6","-3.3","2.1","0.5","-0.5","1.6",-1.7,-2.6,-0.7,"-3.1","-5.7","-0.5","-1.5","-2.5","-0.5","0.4","-0.5","1.3","-1","-3.5","1.5","0.6","-0.3","1.6","138288, 138292, 138316, 138322, 138354"
"TR00674",2943,"Multi-academy trust","THE DOMINIC BARBERI MULTI ACADEMY COMPANY","North West London and South Central",6,6,172,15.6,17.4,82.6,3.5,23.3,6,0,0,0,6,3,0.2,-0.7,1.2,"-3.1","-5.2","-0.9","1","-0.1","2",3,0.2,-0.7,1.1,"-2.3","-4.4","-0.3","0.8","-0.2","1.8","3","0.4","-0.4","1.3","-2.3","-4.2","-0.3","1","0.1","2",0.2,-0.8,1.1,"-3.4","-5.5","-1.2","1","-0.1","2",0.2,-0.7,1.1,"-2.3","-4.4","-0.2","0.8","-0.2","1.8","0.4","-0.4","1.3","-2.4","-4.4","-0.4","1","0.1","2","139477, 139480, 139527, 139529, 139530, 139532"
"TR00690",2963,"Multi-academy trust","THE DUCHY ACADEMY TRUST","South West",3,3,81,15.5,33.3,66.7,3.7,4.9,3,0,0,0,3,3,-0.4,-1.8,0.9,"-0.7","-3","1.6","-0.3","-1.9","1.3",1,3,1.7,4.3,"2.7","0.6","4.9","3.1","1.6","4.7","3","0.4","-0.8","1.5","-0.2","-2.2","1.9","0.6","-0.8","2.1",-0.4,-1.8,0.9,"-0.7","-3","1.6","-0.3","-2","1.3",3,1.7,4.3,"2.7","0.5","4.9","3.1","1.5","4.7","0.4","-0.9","1.6","-0.2","-2.3","1.9","0.6","-0.8","2.1","140576, 140577, 140582"
"TR00726",3013,"Multi-academy trust","THE EDUCATION FELLOWSHIP TRUST","North West London and South Central",8,8,321,15.4,48.6,51.4,0.6,21.2,1,7,0,0,8,4,-1.1,-1.8,-0.4,"-1.7","-2.6","-0.7","-0.5","-1.5","0.4",4,-0.9,-1.5,-0.2,"-1.1","-2.1","-0.2","-0.6","-1.5","0.3","4","-1.4","-2","-0.7","-2.4","-3.3","-1.6","-0.3","-1.1","0.6",-1.1,-1.8,-0.4,"-1.7","-2.6","-0.7","-0.6","-1.6","0.4",-0.9,-1.6,-0.3,"-1.2","-2.1","-0.3","-0.7","-1.6","0.3","-1.4","-2.1","-0.8","-2.5","-3.4","-1.6","-0.3","-1.2","0.6","138886, 138887, 138984, 139386, 139424, 139551, 139552, 139757"
"TR00735",3025,"Multi-academy trust","THE ELLIOT FOUNDATION ACADEMIES TRUST","East of England and North East London",16,16,865,15.5,53.1,46.9,2.3,53.2,5,11,0,1,15,4,-0.5,-0.9,-0.1,"-0.2","-0.7","0.4","-0.9","-1.5","-0.2",3,-0.2,-0.7,0.2,"-0.3","-0.9","0.2","-0.1","-0.8","0.5","3","-0.2","-0.5","0.2","-0.3","-0.8","0.2","0","-0.6","0.6",-0.5,-1,-0.1,"-0.2","-0.8","0.4","-0.9","-1.5","-0.2",-0.3,-0.7,0.2,"-0.3","-0.9","0.2","-0.1","-0.8","0.5","-0.2","-0.6","0.2","-0.3","-0.8","0.2","0","-0.6","0.6","138420, 138425, 138888, 138889, 139305, 139439, 139565, 139633, 139817, 139875, 139930, 140173, 140634, 140671, 141055, 141902"
"TR00745",3042,"Multi-academy trust","THE ENQUIRE LEARNING TRUST","North",17,17,701,15.8,39.2,60.8,1.7,4.9,13,4,0,8,9,4,-0.5,-1,-0.1,"-0.7","-1.5","0","-0.4","-0.9","0.2",2,1.2,0.8,1.7,"0.7","0.1","1.4","1.6","1","2.1","2","0.5","0.1","0.9","0.2","-0.5","0.8","0.7","0.2","1.3",-0.6,-1,-0.1,"-0.8","-1.5","0","-0.4","-1","0.2",1.2,0.8,1.7,"0.7","0.1","1.4","1.6","1","2.1","0.5","0.1","0.9","0.2","-0.5","0.8","0.7","0.2","1.3","137996, 139392, 139981, 140581, 140599, 140801, 140847, 140849, 141289, 141301, 141408, 141445, 141463, 141773, 141793, 142268, 142269"
"TR02644",4963,"Multi-academy trust","THE EVELEIGH LINK ACADEMY TRUST","East of England and North East London",3,3,81,16.3,29.6,70.4,6.2,13.6,1,2,0,1,2,2,1.8,0.4,3.2,"1.4","-1.1","3.8","2","0.3","3.8",2,2.2,0.9,3.5,"2.2","-0.1","4.5","2.2","0.7","3.8","2","1.7","0.5","3","1.2","-1","3.4","2","0.4","3.6",1.8,0.4,3.2,"1.4","-1.1","3.9","2","0.3","3.8",2.2,0.9,3.5,"2.2","-0.1","4.5","2.2","0.6","3.8","1.7","0.4","3","1.2","-1","3.5","2","0.4","3.6","140375, 140744, 141511"
"TR00793",3104,"Multi-academy trust","THE FIRST FEDERATION TRUST","South West",7,6,183,16.8,14.2,85.8,2.2,1.1,6,1,0,1,6,3,0.4,-0.5,1.3,"-2.7","-5.1","-0.3","0.8","-0.1","1.8",3,0,-0.9,0.8,"-2.3","-4.6","0","0.4","-0.5","1.3","3","0.1","-0.7","0.9","-2.3","-4.5","-0.1","0.5","-0.4","1.3",0.4,-0.5,1.3,"-2.8","-5.3","-0.4","0.8","-0.1","1.8",-0.1,-0.9,0.8,"-2.6","-5","-0.3","0.3","-0.6","1.3","0.1","-0.7","0.9","-2.3","-4.5","-0.1","0.5","-0.4","1.3","137642, 137662, 137664, 137665, 137666, 138631, 142044"
"TR00873",3201,"Multi-academy trust","THE GOOD SHEPHERD TRUST","South East and South London",7,7,313,16.9,21.7,78.3,2.9,5.4,2,5,0,2,5,2,0.8,0.1,1.5,"1.1","-0.4","2.5","0.8","0","1.5",4,-1,-1.6,-0.3,"-1","-2.4","0.4","-0.9","-1.7","-0.2","3","-0.3","-0.9","0.3","0.3","-1","1.6","-0.5","-1.2","0.2",0.8,0.1,1.5,"1.1","-0.4","2.5","0.7","0","1.5",-1.1,-1.8,-0.4,"-1.4","-2.8","0","-1","-1.8","-0.3","-0.3","-1","0.3","0.2","-1.1","1.6","-0.5","-1.2","0.2","139721, 139920, 140026, 140028, 141294, 141446, 142083"
"TR00878",3206,"Multi-academy trust","THE GORSE ACADEMIES TRUST","Lancashire and West Yorkshire",3,3,147,14.7,46.9,53.1,0,38.1,1,2,0,1,2,2,1.1,0.1,2.2,"0","-1.5","1.5","2.2","0.7","3.7",1,2.7,1.7,3.7,"0.8","-0.6","2.3","4.5","3.1","5.9","1","3.3","2.4","4.3","1.6","0.3","3","4.9","3.5","6.2",1.1,0.1,2.2,"-0.1","-1.6","1.5","2.2","0.7","3.7",2.6,1.6,3.7,"0.7","-0.7","2.2","4.5","3.1","6","3.3","2.3","4.3","1.6","0.2","3","4.9","3.5","6.2","140413, 140824, 141797"
"TR00921",3262,"Multi-academy trust","THE GRIFFIN SCHOOLS TRUST","West Midlands",10,10,485,15.5,43.9,56.1,1.6,23.1,0,10,0,1,9,3,-0.6,-1.1,0,"-0.6","-1.5","0.2","-0.5","-1.2","0.2",3,0,-0.5,0.5,"-0.4","-1.2","0.4","0.2","-0.5","0.9","3","0.2","-0.3","0.7","0","-0.8","0.7","0.4","-0.3","1",-0.6,-1.2,-0.1,"-0.7","-1.5","0.2","-0.6","-1.3","0.2",-0.1,-0.6,0.5,"-0.5","-1.3","0.3","0.2","-0.5","0.9","0.2","-0.3","0.7","0","-0.8","0.7","0.3","-0.4","1","138364, 138431, 139001, 139437, 139723, 139927, 139928, 140004, 140159, 140186"
"SP00251",3278,"School sponsor","The Haberdashers' Livery Company","South East and South London",3,3,174,16.4,43.1,56.9,5.7,19,0,3,0,0,3,4,-1.8,-2.7,-0.8,"-2","-3.4","-0.6","-1.6","-2.9","-0.4",3,-0.5,-1.4,0.4,"-1.3","-2.7","0","0.2","-1","1.4","3","-0.7","-1.5","0.2","-1.1","-2.3","0.2","-0.4","-1.5","0.7",-1.8,-2.7,-0.9,"-2","-3.4","-0.6","-1.7","-3","-0.5",-0.5,-1.4,0.4,"-1.3","-2.7","0","0.2","-1","1.3","-0.8","-1.6","0.1","-1.1","-2.3","0.2","-0.5","-1.7","0.6","135070, 135073, 135951"
"TR00948",3294,"Multi-academy trust","THE HALLAM SCHOOLS' PARTNERSHIP ACADEMY TRUST","East Midlands and Humber",3,3,104,15.3,32.7,67.3,0,16.3,0,3,0,0,3,4,-2,-3.2,-0.9,"-2.6","-4.7","-0.6","-1.7","-3.1","-0.3",4,-1.6,-2.7,-0.5,"-1.1","-3","0.9","-1.8","-3.2","-0.5","4","-2.3","-3.4","-1.3","-2.7","-4.6","-0.9","-2.1","-3.4","-0.9",-2.1,-3.3,-0.9,"-2.8","-4.9","-0.7","-1.7","-3.2","-0.3",-1.6,-2.7,-0.5,"-1.1","-3.1","0.9","-1.9","-3.2","-0.5","-2.3","-3.4","-1.3","-2.7","-4.6","-0.8","-2.1","-3.4","-0.8","140025, 140340, 140826"
"TR02268",3316,"Multi-academy trust","THE HARMONY TRUST LTD","Lancashire and West Yorkshire",4,4,192,14.5,52.6,47.4,2.1,82.8,1,3,0,3,1,3,0.9,0,1.9,"0.6","-0.7","1.9","1.2","-0.1","2.5",1,4,3.2,4.9,"3.7","2.6","4.9","4.3","3.1","5.6","1","3.7","2.9","4.5","3.1","1.9","4.2","4.3","3.2","5.5",0.9,0,1.9,"0.6","-0.7","1.9","1.2","-0.1","2.5",4,3.2,4.9,"3.7","2.6","4.9","4.3","3.1","5.6","3.7","2.9","4.5","3.1","1.9","4.2","4.3","3.1","5.5","139651, 140579, 141333, 141401"
"TR01035",3396,"Multi-academy trust","THE HEREFORDSHIRE MARCHES FEDERATION OF ACADEMIES","West Midlands",3,3,114,15.9,21.1,78.9,0.9,7,3,0,0,0,3,2,1.8,0.6,2.9,"2.5","-0.1","5","1.6","0.3","2.9",3,-0.6,-1.6,0.5,"-1.2","-3.7","1.2","-0.4","-1.6","0.8","3","0.9","-0.1","1.9","2","-0.3","4.3","0.6","-0.5","1.8",1.7,0.6,2.9,"2.5","-0.1","5.1","1.5","0.2","2.8",-0.6,-1.7,0.5,"-1.2","-3.7","1.3","-0.4","-1.6","0.8","0.8","-0.2","1.9","2","-0.4","4.4","0.6","-0.6","1.7","136759, 136761, 136765"
"TR01095",3460,"Multi-academy trust","THE HOLY FAMILY OF NAZARETH CATHOLIC ACADEMY TRUST","West Midlands",3,3,85,16.7,16.5,83.5,4.7,5.9,3,0,0,3,0,2,1.9,0.6,3.2,"1.5","-1.8","4.7","2","0.6","3.4",3,-0.2,-1.4,1.1,"-1.5","-4.7","1.6","0.1","-1.3","1.5","3","1","-0.2","2.2","-1.9","-4.9","1","1.6","0.3","2.9",1.9,0.6,3.2,"1.5","-1.8","4.8","2","0.5","3.4",-0.2,-1.4,1.1,"-1.5","-4.7","1.6","0.1","-1.3","1.5","0.9","-0.3","2.1","-2.6","-5.6","0.4","1.6","0.3","2.9","141811, 141826, 141831"
"TR03047",5524,"Multi-academy trust","THE HOLY SPIRIT CATHOLIC MULTI ACADEMY COMPANY","West Midlands",4,4,150,16.4,24,76,2,18,3,1,0,4,0,3,0.9,-0.1,1.8,"0.5","-1.4","2.5","1","-0.2","2.1",3,0.2,-0.7,1.2,"0.5","-1.4","2.3","0.2","-0.9","1.2","2","1.6","0.7","2.5","1.4","-0.4","3.2","1.7","0.7","2.7",0.9,-0.1,1.8,"0.5","-1.5","2.5","1","-0.2","2.1",0.2,-0.8,1.1,"0.3","-1.6","2.2","0.2","-0.9","1.3","1.5","0.6","2.5","1.2","-0.6","3","1.7","0.6","2.7","141747, 141812, 141817, 141823"
"TR01192",3586,"Multi-academy trust","THE KEMNAL ACADEMIES TRUST","South East and South London",25,25,1312,15.1,46.2,53.8,2,20.2,6,19,0,0,25,2,0.5,0.1,0.8,"0","-0.5","0.5","0.9","0.4","1.4",2,0.9,0.6,1.2,"0.6","0.1","1.1","1.1","0.7","1.6","2","0.4","0.1","0.7","-0.1","-0.6","0.3","1","0.6","1.4",0.4,0.1,0.8,"0","-0.5","0.5","0.9","0.4","1.3",0.9,0.5,1.2,"0.6","0.1","1.1","1.1","0.7","1.5","0.4","0.1","0.7","-0.2","-0.6","0.3","0.9","0.5","1.4","136599, 137136, 137529, 138001, 138049, 138050, 138071, 138402, 138434, 138436, 138438, 138453, 138618, 138645, 138648, 138972, 138994, 139021, 139070, 139273, 139639, 139683, 139958, 140411, 141199"
"TR03014",5444,"Multi-academy trust","THE KEYS FEDERATION","Lancashire and West Yorkshire",4,4,147,16.2,27.2,72.8,0,1.4,4,0,0,4,0,4,-1.3,-2.3,-0.3,"-1.5","-3.4","0.3","-1.2","-2.4","-0.1",3,0.9,0,1.9,"1.6","-0.1","3.4","0.7","-0.4","1.8","4","-1","-1.9","-0.1","-1.6","-3.3","0.1","-0.8","-1.8","0.3",-1.4,-2.3,-0.4,"-1.6","-3.5","0.3","-1.3","-2.4","-0.1",0.9,-0.1,1.8,"1.6","-0.2","3.4","0.6","-0.5","1.7","-1","-1.9","-0.1","-1.6","-3.3","0.1","-0.8","-1.8","0.3","141641, 141642, 141643, 141644"
"TR01268",3677,"Multi-academy trust","THE LAIDLAW SCHOOLS TRUST","North",3,3,126,14.8,69,31,0.8,45.2,2,1,0,0,3,4,-2.7,-3.9,-1.5,"-3","-4.3","-1.7","-2.6","-5.4","0.1",2,2.6,1.5,3.7,"2.9","1.7","4.2","2","-0.5","4.6","3","-0.8","-1.9","0.2","-1.1","-2.2","0.1","0.2","-2.2","2.6",-2.7,-3.9,-1.5,"-3","-4.3","-1.6","-2.8","-5.6","0",2.6,1.5,3.7,"2.9","1.7","4.2","2","-0.5","4.6","-0.8","-1.9","0.2","-1.1","-2.3","0.1","0.2","-2.2","2.6","135423, 138212, 140788"
"TR02317",5102,"Multi-academy trust","THE LEARNING ACADEMY TRUST","South West",3,3,61,16.5,44.3,55.7,3.3,4.9,0,3,0,0,3,5,-2.9,-4.4,-1.3,"-3.7","-6","-1.3","-2.2","-4.2","-0.2",4,-2,-3.5,-0.6,"-3.9","-6.1","-1.6","-0.6","-2.6","1.3","4","-3.2","-4.6","-1.8","-4.8","-6.9","-2.7","-2","-3.8","-0.2",-2.9,-4.5,-1.4,"-3.8","-6.2","-1.4","-2.3","-4.3","-0.3",-2.2,-3.7,-0.7,"-4.2","-6.5","-2","-0.6","-2.6","1.3","-3.3","-4.7","-1.9","-5","-7.2","-2.9","-2","-3.8","-0.1","139955, 140328, 140332"
"TR03092",5602,"Multi-academy trust","THE LEVELS ACADEMY TRUST","South West",4,4,56,16.1,16.1,83.9,0,5.4,4,0,0,4,0,2,1.8,0.2,3.4,"-1","-5.2","3.1","2.3","0.6","4.1",3,-0.1,-1.7,1.4,"-0.5","-4.4","3.5","-0.1","-1.7","1.6","3","0.4","-1.1","1.9","-0.5","-4.2","3.3","0.6","-1","2.2",1.8,0.2,3.5,"-1","-5.2","3.2","2.3","0.5","4.1",-0.3,-1.9,1.2,"-0.5","-4.5","3.6","-0.3","-2","1.4","0.4","-1.1","1.9","-0.5","-4.3","3.4","0.6","-1.1","2.2","141782, 141790, 141795, 141801"
"TR01419",3884,"Multi-academy trust","THE MEAD ACADEMY TRUST","South West",3,3,116,16.6,27.6,72.4,4.3,6.9,1,2,0,0,3,4,-2.4,-3.6,-1.3,"-3.9","-6","-1.8","-1.9","-3.2","-0.6",4,-1.2,-2.2,-0.1,"-1.8","-3.8","0.2","-0.9","-2.2","0.3","5","-4.1","-5.1","-3.1","-5.5","-7.4","-3.5","-3.6","-4.8","-2.4",-2.6,-3.7,-1.5,"-3.9","-6","-1.8","-2.1","-3.4","-0.7",-1.2,-2.3,-0.1,"-1.8","-3.8","0.2","-0.9","-2.2","0.3","-4.2","-5.2","-3.1","-5.6","-7.6","-3.7","-3.6","-4.8","-2.4","138133, 139260, 140223"
"TR03087",15774,"Multi-academy trust","THE MOORLANDS PRIMARY FEDERATION","West Midlands",3,2,27,16,48.1,51.9,0,0,3,0,0,3,0,3,1.9,-0.4,4.2,"SUPPM","SUPPM","SUPPM","2.6","-0.5","5.7",3,0.7,-1.5,2.9,"SUPPM","SUPPM","SUPPM","1.7","-1.3","4.7","3","1.9","-0.2","3.9","SUPPM","SUPPM","SUPPM","2.1","-0.8","4.9",1.9,-0.4,4.2,"SUPPM","SUPPM","SUPPM","2.6","-0.6","5.8",0.7,-1.5,3,"SUPPM","SUPPM","SUPPM","1.7","-1.4","4.7","1.9","-0.3","4","SUPPM","SUPPM","SUPPM","2.1","-0.8","5","141770, 141837, 141848"
"TR01499",3991,"Multi-academy trust","THE NEWMAN CATHOLIC COLLEGIATE","West Midlands",8,8,226,16.2,34.1,65.9,1.8,19.9,8,0,0,0,8,3,0.4,-0.4,1.2,"0.3","-1","1.7","0.5","-0.5","1.5",3,0.1,-0.6,0.9,"-0.9","-2.2","0.4","0.7","-0.2","1.6","3","-0.5","-1.2","0.2","-1.6","-2.8","-0.4","0.1","-0.8","0.9",0.4,-0.4,1.2,"0.3","-1.1","1.7","0.5","-0.5","1.5",0.1,-0.6,0.9,"-0.9","-2.3","0.4","0.7","-0.2","1.7","-0.5","-1.2","0.2","-1.6","-2.9","-0.4","0.1","-0.8","1","140114, 140129, 140141, 140145, 140146, 140148, 140150, 140151"
"TR01592",4127,"Multi-academy trust","THE PAINSLEY CATHOLIC ACADEMY","West Midlands",6,4,158,17.1,9.5,90.5,0.6,7.6,6,0,0,0,6,3,-0.8,-1.8,0.1,"2.1","-0.9","5.2","-1.1","-2.1","-0.1",2,1.3,0.4,2.3,"1.2","-1.7","4.1","1.4","0.4","2.3","3","-0.2","-1.1","0.6","1.3","-1.5","4","-0.4","-1.3","0.5",-0.8,-1.8,0.1,"2.1","-0.9","5.2","-1.1","-2.1","-0.1",1.3,0.3,2.2,"1.2","-1.7","4.2","1.3","0.3","2.2","-0.3","-1.1","0.6","1.3","-1.5","4.1","-0.4","-1.3","0.5","138722, 138723, 138724, 138725, 138726, 138727"
"TR01596",4134,"Multi-academy trust","THE PARK FEDERATION ACADEMY TRUST","North West London and South Central",5,5,529,15.8,33.3,66.7,2.8,72.8,2,3,0,0,5,3,-0.4,-0.9,0.1,"-1","-1.9","-0.1","-0.1","-0.7","0.6",2,1.6,1.1,2.1,"1","0.1","1.8","1.9","1.3","2.5","2","1.1","0.6","1.6","0.3","-0.5","1.1","1.6","1","2.2",-0.5,-1,0.1,"-1.1","-2","-0.2","-0.1","-0.8","0.6",1.5,1,2.1,"1","0.1","1.8","1.9","1.2","2.5","1.1","0.6","1.6","0.2","-0.6","1.1","1.6","0.9","2.2","138613, 138621, 139333, 140335, 140857"
"TR01652",4209,"Multi-academy trust","THE PIONEER ACADEMY","South East and South London",3,3,207,16.5,27.5,72.5,1.4,25.1,1,2,0,1,2,2,1.6,0.8,2.5,"1.6","0","3.2","1.7","0.7","2.7",2,1.8,1,2.6,"1.8","0.3","3.3","1.8","0.8","2.7","2","1.3","0.6","2.1","1.5","0.1","2.9","1.3","0.4","2.2",1.6,0.8,2.5,"1.6","0","3.2","1.7","0.7","2.7",1.8,1,2.6,"1.8","0.3","3.4","1.8","0.8","2.7","1.3","0.5","2.1","1.4","-0.1","2.8","1.3","0.4","2.2","137035, 139115, 141976"
"TR01680",4245,"Multi-academy trust","THE PRIMARY FIRST TRUST","South East and South London",4,4,257,16.6,23,77,1.2,10.5,1,3,0,1,3,3,0.2,-0.6,0.9,"-0.2","-1.8","1.3","0.3","-0.5","1.2",2,1.4,0.7,2.1,"0.9","-0.6","2.4","1.5","0.7","2.3","2","0.9","0.3","1.6","-1","-2.3","0.4","1.5","0.7","2.3",0.2,-0.6,0.9,"-0.2","-1.8","1.3","0.3","-0.5","1.2",1.4,0.7,2.1,"0.9","-0.6","2.4","1.5","0.7","2.4","0.9","0.2","1.6","-1","-2.4","0.5","1.5","0.7","2.3","140321, 141114, 141224, 141866"
"TR02610",5013,"Multi-academy trust","THE RAINBOW MULTI ACADEMY TRUST","South West",3,3,98,16.9,44.9,55.1,3.1,1,3,0,0,0,3,3,0.4,-0.8,1.6,"1.7","-0.1","3.5","-0.6","-2.2","1",3,-0.6,-1.8,0.5,"-1.1","-2.8","0.6","-0.3","-1.9","1.3","3","-0.9","-2","0.2","-0.8","-2.4","0.9","-1","-2.5","0.4",0.4,-0.8,1.6,"1.7","-0.2","3.5","-0.6","-2.3","1",-0.6,-1.8,0.5,"-1.2","-2.9","0.6","-0.3","-1.9","1.3","-0.9","-2","0.2","-0.8","-2.4","0.9","-1","-2.5","0.5","140741, 140781, 140790"
"TR01773",5598,"Multi-academy trust","THE REDSTART LEARNING PARTNERSHIP","South West",3,2,88,16.2,31.8,68.2,0,5.7,1,2,0,2,1,3,-1.2,-2.5,0,"SUPPM","SUPPM","SUPPM","-1.2","-2.8","0.3",3,-0.3,-1.5,1,"SUPPM","SUPPM","SUPPM","-0.2","-1.7","1.3","3","-1.1","-2.2","0.1","SUPPM","SUPPM","SUPPM","-0.9","-2.3","0.5",-1.3,-2.5,0,"SUPPM","SUPPM","SUPPM","-1.2","-2.8","0.4",-0.3,-1.5,1,"SUPPM","SUPPM","SUPPM","-0.2","-1.7","1.3","-1.1","-2.3","0.1","SUPPM","SUPPM","SUPPM","-0.9","-2.3","0.5","136926, 141695, 141740"
"TR03094",15711,"Multi-academy trust","THE ROMERO CATHOLIC ACADEMY","West Midlands",7,7,264,16.3,32.2,67.8,0.4,28.8,7,0,0,7,0,3,-0.1,-0.8,0.6,"-0.9","-2.2","0.4","0.3","-0.6","1.2",3,-0.4,-1.1,0.3,"-0.6","-1.9","0.6","-0.3","-1.1","0.6","3","-0.3","-0.9","0.4","-0.8","-1.9","0.4","0","-0.8","0.8",-0.1,-0.9,0.6,"-0.9","-2.2","0.4","0.3","-0.6","1.2",-0.4,-1.1,0.3,"-0.6","-1.9","0.6","-0.3","-1.1","0.6","-0.3","-1","0.4","-0.8","-2","0.3","0","-0.8","0.8","142195, 142197, 142205, 142211, 142212, 142215, 142217"
